"x"	"y"
10.975	0.407239819004534
11.025	0
11.075	0
11.125	0
11.175	0
11.225	0
11.275	0
11.325	0
11.375	0
11.425	0
11.475	0
11.525	0
11.575	0
11.625	0
11.675	0
11.725	0
11.775	0
11.825	0
11.875	0
11.925	0
11.975	0.33613445378152
12.025	0
12.075	0
12.125	0
12.175	0
12.225	0
12.275	0
12.325	0
12.375	0
12.425	0
12.475	0
12.525	0
12.575	0
12.625	0
12.675	0
12.725	0
12.775	0
12.825	0
12.875	0
12.925	0
12.975	0.219780219780224
13.025	0
13.075	0
13.125	0
13.175	0
13.225	0
13.275	0
13.325	0
13.375	0
13.425	0
13.475	0
13.525	0
13.575	0
13.625	0
13.675	0
13.725	0
13.775	0
13.825	0
13.875	0
13.925	0
13.975	0.297349709114421
14.025	0
14.075	0
14.125	0
14.175	0
14.225	0
14.275	0
14.325	0
14.375	0
14.425	0
14.475	0
14.525	0
14.575	0
14.625	0
14.675	0
14.725	0
14.775	0
14.825	0
14.875	0
14.925	0
14.975	0.25210084033614
15.025	0
15.075	0
15.125	0
15.175	0
15.225	0
15.275	0
15.325	0
15.375	0
15.425	0
15.475	0
15.525	0
15.575	0
15.625	0
15.675	0
15.725	0
15.775	0
15.825	0
15.875	0
15.925	0
15.975	0.206851971557858
16.025	0
16.075	0
16.125	0
16.175	0
16.225	0
16.275	0
16.325	0
16.375	0
16.425	0
16.475	0
16.525	0
16.575	0
16.625	0
16.675	0
16.725	0
16.775	0
16.825	0
16.875	0
16.925	0
16.975	0.174531351001949
17.025	0
17.075	0
17.125	0
17.175	0
17.225	0
17.275	0
17.325	0
17.375	0
17.425	0
17.475	0
17.525	0
17.575	0
17.625	0
17.675	0
17.725	0
17.775	0
17.825	0
17.875	0
17.925	0
17.975	0.168067226890754
18.025	0
18.075	0
18.125	0
18.175	0
18.225	0
18.275	0
18.325	0
18.375	0
18.425	0
18.475	0
18.525	0
18.575	0
18.625	0
18.675	0
18.725	0
18.775	0
18.825	0
18.875	0
18.925	0
18.975	0.129282482223657
19.025	0
19.075	0
19.125	0
19.175	0
19.225	0
19.275	0
19.325	0
19.375	0
19.425	0
19.475	0
19.525	0
19.575	0
19.625	0
19.675	0
19.725	0
19.775	0
19.825	0
19.875	0
19.925	0
19.975	0.187459599224302
20.025	0
20.075	0
20.125	0
20.175	0
20.225	0
20.275	0
20.325	0
20.375	0
20.425	0
20.475	0
20.525	0
20.575	0
20.625	0
20.675	0
20.725	0
20.775	0
20.825	0
20.875	0
20.925	0
20.975	0.161603102779583
21.025	0
21.075	0
21.125	0
21.175	0
21.225	0
21.275	0
21.325	0
21.375	0
21.425	0
21.475	0
21.525	0
21.575	0
21.625	0
21.675	0
21.725	0
21.775	0
21.825	0
21.875	0
21.925	0
21.975	0.0969618616677495
22.025	0
22.075	0
22.125	0
22.175	0
22.225	0
22.275	0
22.325	0
22.375	0
22.425	0
22.475	0
22.525	0
22.575	0
22.625	0
22.675	0
22.725	0
22.775	0
22.825	0
22.875	0
22.925	0
22.975	0.142210730446033
23.025	0
23.075	0
23.125	0
23.175	0
23.225	0
23.275	0
23.325	0
23.375	0
23.425	0
23.475	0
23.525	0
23.575	0
23.625	0
23.675	0
23.725	0
23.775	0
23.825	0
23.875	0
23.925	0
23.975	0.122818358112483
24.025	0
24.075	0
24.125	0
24.175	0
24.225	0
24.275	0
24.325	0
24.375	0
24.425	0
24.475	0
24.525	0
24.575	0
24.625	0
24.675	0
24.725	0
24.775	0
24.825	0
24.875	0
24.925	0
24.975	0.122818358112483
25.025	0
25.075	0
25.125	0
25.175	0
25.225	0
25.275	0
25.325	0
25.375	0
25.425	0
25.475	0
25.525	0
25.575	0
25.625	0
25.675	0
25.725	0
25.775	0
25.825	0
25.875	0
25.925	0
25.975	0.0840336134453829
26.025	0
26.075	0
26.125	0
26.175	0
26.225	0
26.275	0
26.325	0
26.375	0
26.425	0
26.475	0
26.525	0
26.575	0
26.625	0
26.675	0
26.725	0
26.775	0
26.825	0
26.875	0
26.925	0
26.975	0.0904977375565662
27.025	0
27.075	0
27.125	0
27.175	0
27.225	0
27.275	0
27.325	0
27.375	0
27.425	0
27.475	0
27.525	0
27.575	0
27.625	0
27.675	0
27.725	0
27.775	0
27.825	0
27.875	0
27.925	0
27.975	0.0517129928894664
28.025	0
28.075	0
28.125	0
28.175	0
28.225	0
28.275	0
28.325	0
28.375	0
28.425	0
28.475	0
28.525	0
28.575	0
28.625	0
28.675	0
28.725	0
28.775	0
28.825	0
28.875	0
28.925	0
28.975	0.0387847446670998
29.025	0
29.075	0
29.125	0
29.175	0
29.225	0
29.275	0
29.325	0
29.375	0
29.425	0
29.475	0
29.525	0
29.575	0
29.625	0
29.675	0
29.725	0
29.775	0
29.825	0
29.875	0
29.925	0
29.975	0.0323206205559165
30.025	0
30.075	0
30.125	0
30.175	0
30.225	0
30.275	0
30.325	0
30.375	0
30.425	0
30.475	0
30.525	0
30.575	0
30.625	0
30.675	0
30.725	0
30.775	0
30.825	0
30.875	0
30.925	0
30.975	0.064641241111833
31.025	0
31.075	0
31.125	0
31.175	0
31.225	0
31.275	0
31.325	0
31.375	0
31.425	0
31.475	0
31.525	0
31.575	0
31.625	0
31.675	0
31.725	0
31.775	0
31.825	0
31.875	0
31.925	0
31.975	0.0452488687782831
32.025	0
32.075	0
32.125	0
32.175	0
32.225	0
32.275	0
32.325	0
32.375	0
32.425	0
32.475	0
32.525	0
32.575	0
32.625	0
32.675	0
32.725	0
32.775	0
32.825	0
32.875	0
32.925	0
32.975	0.0452488687782831
33.025	0
33.075	0
33.125	0
33.175	0
33.225	0
33.275	0
33.325	0
33.375	0
33.425	0
33.475	0
33.525	0
33.575	0
33.625	0
33.675	0
33.725	0
33.775	0
33.825	0
33.875	0
33.925	0
33.975	0.0517129928894664
34.025	0
34.075	0
34.125	0
34.175	0
34.225	0
34.275	0
34.325	0
34.375	0
34.425	0
34.475	0
34.525	0
34.575	0
34.625	0
34.675	0
34.725	0
34.775	0
34.825	0
34.875	0
34.925	0
34.975	0.0258564964447332
35.025	0
35.075	0
35.125	0
35.175	0
35.225	0
35.275	0
35.325	0
35.375	0
35.425	0
35.475	0
35.525	0
35.575	0
35.625	0
35.675	0
35.725	0
35.775	0
35.825	0
35.875	0
35.925	0
35.975	0.0193923723335499
36.025	0
36.075	0
36.125	0
36.175	0
36.225	0
36.275	0
36.325	0
36.375	0
36.425	0
36.475	0
36.525	0
36.575	0
36.625	0
36.675	0
36.725	0
36.775	0
36.825	0
36.875	0
36.925	0
36.975	0.0323206205559165
37.025	0
37.075	0
37.125	0
37.175	0
37.225	0
37.275	0
37.325	0
37.375	0
37.425	0
37.475	0
37.525	0
37.575	0
37.625	0
37.675	0
37.725	0
37.775	0
37.825	0
37.875	0
37.925	0
37.975	0.0193923723335499
38.025	0
38.075	0
38.125	0
38.175	0
38.225	0
38.275	0
38.325	0
38.375	0
38.425	0
38.475	0
38.525	0
38.575	0
38.625	0
38.675	0
38.725	0
38.775	0
38.825	0
38.875	0
38.925	0
38.975	0.0517129928894664
39.025	0
39.075	0
39.125	0
39.175	0
39.225	0
39.275	0
39.325	0
39.375	0
39.425	0
39.475	0
39.525	0
39.575	0
39.625	0
39.675	0
39.725	0
39.775	0
39.825	0
39.875	0
39.925	0
39.975	0.0387847446670998
40.025	0
40.075	0
40.125	0
40.175	0
40.225	0
40.275	0
40.325	0
40.375	0
40.425	0
40.475	0
40.525	0
40.575	0
40.625	0
40.675	0
40.725	0
40.775	0
40.825	0
40.875	0
40.925	0
40.975	0.0323206205559165
41.025	0
41.075	0
41.125	0
41.175	0
41.225	0
41.275	0
41.325	0
41.375	0
41.425	0
41.475	0
41.525	0
41.575	0
41.625	0
41.675	0
41.725	0
41.775	0
41.825	0
41.875	0
41.925	0
41.975	0.0517129928894664
42.025	0
42.075	0
42.125	0
42.175	0
42.225	0
42.275	0
42.325	0
42.375	0
42.425	0
42.475	0
42.525	0
42.575	0
42.625	0
42.675	0
42.725	0
42.775	0
42.825	0
42.875	0
42.925	0
42.975	0.0323206205559165
43.025	0
43.075	0
43.125	0
43.175	0
43.225	0
43.275	0
43.325	0
43.375	0
43.425	0
43.475	0
43.525	0
43.575	0
43.625	0
43.675	0
43.725	0
43.775	0
43.825	0
43.875	0
43.925	0
43.975	0.064641241111833
44.025	0
44.075	0
44.125	0
44.175	0
44.225	0
44.275	0
44.325	0
44.375	0
44.425	0
44.475	0
44.525	0
44.575	0
44.625	0
44.675	0
44.725	0
44.775	0
44.825	0
44.875	0
44.925	0
44.975	0.0193923723335499
45.025	0
45.075	0
45.125	0
45.175	0
45.225	0
45.275	0
45.325	0
45.375	0
45.425	0
45.475	0
45.525	0
45.575	0
45.625	0
45.675	0
45.725	0
45.775	0
45.825	0
45.875	0
45.925	0
45.975	0.0387847446670998
46.025	0
46.075	0
46.125	0
46.175	0
46.225	0
46.275	0
46.325	0
46.375	0
46.425	0
46.475	0
46.525	0
46.575	0
46.625	0
46.675	0
46.725	0
46.775	0
46.825	0
46.875	0
46.925	0
46.975	0.0064641241111833
47.025	0
47.075	0
47.125	0
47.175	0
47.225	0
47.275	0
47.325	0
47.375	0
47.425	0
47.475	0
47.525	0
47.575	0
47.625	0
47.675	0
47.725	0
47.775	0
47.825	0
47.875	0
47.925	0
47.975	0.0193923723335499
48.025	0
48.075	0
48.125	0
48.175	0
48.225	0
48.275	0
48.325	0
48.375	0
48.425	0
48.475	0
48.525	0
48.575	0
48.625	0
48.675	0
48.725	0
48.775	0
48.825	0
48.875	0
48.925	0
48.975	0.0323206205559165
49.025	0
49.075	0
49.125	0
49.175	0
49.225	0
49.275	0
49.325	0
49.375	0
49.425	0
49.475	0
49.525	0
49.575	0
49.625	0
49.675	0
49.725	0
49.775	0
49.825	0
49.875	0
49.925	0
49.975	0.0129282482223666
50.025	0
50.075	0
50.125	0
50.175	0
50.225	0
50.275	0
50.325	0
50.375	0
50.425	0
50.475	0
50.525	0
50.575	0
50.625	0
50.675	0
50.725	0
50.775	0
50.825	0
50.875	0
50.925	0
50.975	0.0323206205559165
51.025	0
51.075	0
51.125	0
51.175	0
51.225	0
51.275	0
51.325	0
51.375	0
51.425	0
51.475	0
51.525	0
51.575	0
51.625	0
51.675	0
51.725	0
51.775	0
51.825	0
51.875	0
51.925	0
51.975	0.0193923723335499
52.025	0
52.075	0
52.125	0
52.175	0
52.225	0
52.275	0
52.325	0
52.375	0
52.425	0
52.475	0
52.525	0
52.575	0
52.625	0
52.675	0
52.725	0
52.775	0
52.825	0
52.875	0
52.925	0
52.975	0.0129282482223666
53.025	0
53.075	0
53.125	0
53.175	0
53.225	0
53.275	0
53.325	0
53.375	0
53.425	0
53.475	0
53.525	0
53.575	0
53.625	0
53.675	0
53.725	0
53.775	0
53.825	0
53.875	0
53.925	0
53.975	0.0258564964447332
54.025	0
54.075	0
54.125	0
54.175	0
54.225	0
54.275	0
54.325	0
54.375	0
54.425	0
54.475	0
54.525	0
54.575	0
54.625	0
54.675	0
54.725	0
54.775	0
54.825	0
54.875	0
54.925	0
54.975	0.0129282482223666
55.025	0
55.075	0
55.125	0
55.175	0
55.225	0
55.275	0
55.325	0
55.375	0
55.425	0
55.475	0
55.525	0
55.575	0
55.625	0
55.675	0
55.725	0
55.775	0
55.825	0
55.875	0
55.925	0
55.975	0.0129282482223666
56.025	0
56.075	0
56.125	0
56.175	0
56.225	0
56.275	0
56.325	0
56.375	0
56.425	0
56.475	0
56.525	0
56.575	0
56.625	0
56.675	0
56.725	0
56.775	0
56.825	0
56.875	0
56.925	0
56.975	0.0129282482223666
57.025	0
57.075	0
57.125	0
57.175	0
57.225	0
57.275	0
57.325	0
57.375	0
57.425	0
57.475	0
57.525	0
57.575	0
57.625	0
57.675	0
57.725	0
57.775	0
57.825	0
57.875	0
57.925	0
57.975	0.0064641241111833
58.025	0
58.075	0
58.125	0
58.175	0
58.225	0
58.275	0
58.325	0
58.375	0
58.425	0
58.475	0
58.525	0
58.575	0
58.625	0
58.675	0
58.725	0
58.775	0
58.825	0
58.875	0
58.925	0
58.975	0.0129282482223666
59.025	0
59.075	0
59.125	0
59.175	0
59.225	0
59.275	0
59.325	0
59.375	0
59.425	0
59.475	0
59.525	0
59.575	0
59.625	0
59.675	0
59.725	0
59.775	0
59.825	0
59.875	0
59.925	0
59.975	0.0129282482223666
60.025	0
60.075	0
60.125	0
60.175	0
60.225	0
60.275	0
60.325	0
60.375	0
60.425	0
60.475	0
60.525	0
60.575	0
60.625	0
60.675	0
60.725	0
60.775	0
60.825	0
60.875	0
60.925	0
60.975	0.0064641241111833
61.025	0
61.075	0
61.125	0
61.175	0
61.225	0
61.275	0
61.325	0
61.375	0
61.425	0
61.475	0
61.525	0
61.575	0
61.625	0
61.675	0
61.725	0
61.775	0
61.825	0
61.875	0
61.925	0
61.975	0.0064641241111833
62.025	0
62.075	0
62.125	0
62.175	0
62.225	0
62.275	0
62.325	0
62.375	0
62.425	0
62.475	0
62.525	0
62.575	0
62.625	0
62.675	0
62.725	0
62.775	0
62.825	0
62.875	0
62.925	0
62.975	0.0064641241111833
63.025	0
63.075	0
63.125	0
63.175	0
63.225	0
63.275	0
63.325	0
63.375	0
63.425	0
63.475	0
63.525	0
63.575	0
63.625	0
63.675	0
63.725	0
63.775	0
63.825	0
63.875	0
63.925	0
63.975	0.0193923723335499
64.025	0
64.075	0
64.125	0
64.175	0
64.225	0
64.275	0
64.325	0
64.375	0
64.425	0
64.475	0
64.525	0
64.575	0
64.625	0
64.675	0
64.725	0
64.775	0
64.825	0
64.875	0
64.925	0
64.975	0.0129282482223666
65.025	0
65.075	0
65.125	0
65.175	0
65.225	0
65.275	0
65.325	0
65.375	0
65.425	0
65.475	0
65.525	0
65.575	0
65.625	0
65.675	0
65.725	0
65.775	0
65.825	0
65.875	0
65.925	0
65.975	0.0129282482223666
66.025	0
66.075	0
66.125	0
66.175	0
66.225	0
66.275	0
66.325	0
66.375	0
66.425	0
66.475	0
66.525	0
66.575	0
66.625	0
66.675	0
66.725	0
66.775	0
66.825	0
66.875	0
66.925	0
66.975	0.0193923723335499
67.025	0
67.075	0
67.125	0
67.175	0
67.225	0
67.275	0
67.325	0
67.375	0
67.425	0
67.475	0
67.525	0
67.575	0
67.625	0
67.675	0
67.725	0
67.775	0
67.825	0
67.875	0
67.925	0
67.975	0.0129282482223666
68.025	0
68.075	0
68.125	0
68.175	0
68.225	0
68.275	0
68.325	0
68.375	0
68.425	0
68.475	0
68.525	0
68.575	0
68.625	0
68.675	0
68.725	0
68.775	0
68.825	0
68.875	0
68.925	0
68.975	0.0064641241111833
69.025	0
69.075	0
69.125	0
69.175	0
69.225	0
69.275	0
69.325	0
69.375	0
69.425	0
69.475	0
69.525	0
69.575	0
69.625	0
69.675	0
69.725	0
69.775	0
69.825	0
69.875	0
69.925	0
69.975	0.0129282482223666
70.025	0
70.075	0
70.125	0
70.175	0
70.225	0
70.275	0
70.325	0
70.375	0
70.425	0
70.475	0
70.525	0
70.575	0
70.625	0
70.675	0
70.725	0
70.775	0
70.825	0
70.875	0
70.925	0
70.975	0
71.025	0
71.075	0
71.125	0
71.175	0
71.225	0
71.275	0
71.325	0
71.375	0
71.425	0
71.475	0
71.525	0
71.575	0
71.625	0
71.675	0
71.725	0
71.775	0
71.825	0
71.875	0
71.925	0
71.975	0.0323206205559165
72.025	0
72.075	0
72.125	0
72.175	0
72.225	0
72.275	0
72.325	0
72.375	0
72.425	0
72.475	0
72.525	0
72.575	0
72.625	0
72.675	0
72.725	0
72.775	0
72.825	0
72.875	0
72.925	0
72.975	0
73.025	0
73.075	0
73.125	0
73.175	0
73.225	0
73.275	0
73.325	0
73.375	0
73.425	0
73.475	0
73.525	0
73.575	0
73.625	0
73.675	0
73.725	0
73.775	0
73.825	0
73.875	0
73.925	0
73.975	0.0129282482223666
74.025	0
74.075	0
74.125	0
74.175	0
74.225	0
74.275	0
74.325	0
74.375	0
74.425	0
74.475	0
74.525	0
74.575	0
74.625	0
74.675	0
74.725	0
74.775	0
74.825	0
74.875	0
74.925	0
74.975	0.0129282482223666
75.025	0
75.075	0
75.125	0
75.175	0
75.225	0
75.275	0
75.325	0
75.375	0
75.425	0
75.475	0
75.525	0
75.575	0
75.625	0
75.675	0
75.725	0
75.775	0
75.825	0
75.875	0
75.925	0
75.975	0.0129282482223666
76.025	0
76.075	0
76.125	0
76.175	0
76.225	0
76.275	0
76.325	0
76.375	0
76.425	0
76.475	0
76.525	0
76.575	0
76.625	0
76.675	0
76.725	0
76.775	0
76.825	0
76.875	0
76.925	0
76.975	0.0064641241111833
77.025	0
77.075	0
77.125	0
77.175	0
77.225	0
77.275	0
77.325	0
77.375	0
77.425	0
77.475	0
77.525	0
77.575	0
77.625	0
77.675	0
77.725	0
77.775	0
77.825	0
77.875	0
77.925	0
77.975	0.0064641241111833
78.025	0
78.075	0
78.125	0
78.175	0
78.225	0
78.275	0
78.325	0
78.375	0
78.425	0
78.475	0
78.525	0
78.575	0
78.625	0
78.675	0
78.725	0
78.775	0
78.825	0
78.875	0
78.925	0
78.975	0.0064641241111833
79.025	0
79.075	0
79.125	0
79.175	0
79.225	0
79.275	0
79.325	0
79.375	0
79.425	0
79.475	0
79.525	0
79.575	0
79.625	0
79.675	0
79.725	0
79.775	0
79.825	0
79.875	0
79.925	0
79.975	0.0064641241111833
80.025	0
80.075	0
80.125	0
80.175	0
80.225	0
80.275	0
80.325	0
80.375	0
80.425	0
80.475	0
80.525	0
80.575	0
80.625	0
80.675	0
80.725	0
80.775	0
80.825	0
80.875	0
80.925	0
80.975	0
81.025	0
81.075	0
81.125	0
81.175	0
81.225	0
81.275	0
81.325	0
81.375	0
81.425	0
81.475	0
81.525	0
81.575	0
81.625	0
81.675	0
81.725	0
81.775	0
81.825	0
81.875	0
81.925	0
81.975	0.0064641241111833
82.025	0
82.075	0
82.125	0
82.175	0
82.225	0
82.275	0
82.325	0
82.375	0
82.425	0
82.475	0
82.525	0
82.575	0
82.625	0
82.675	0
82.725	0
82.775	0
82.825	0
82.875	0
82.925	0
82.975	0.0064641241111833
83.025	0
83.075	0
83.125	0
83.175	0
83.225	0
83.275	0
83.325	0
83.375	0
83.425	0
83.475	0
83.525	0
83.575	0
83.625	0
83.675	0
83.725	0
83.775	0
83.825	0
83.875	0
83.925	0
83.975	0.0064641241111833
84.025	0
84.075	0
84.125	0
84.175	0
84.225	0
84.275	0
84.325	0
84.375	0
84.425	0
84.475	0
84.525	0
84.575	0
84.625	0
84.675	0
84.725	0
84.775	0
84.825	0
84.875	0
84.925	0
84.975	0.0064641241111833
85.025	0
85.075	0
85.125	0
85.175	0
85.225	0
85.275	0
85.325	0
85.375	0
85.425	0
85.475	0
85.525	0
85.575	0
85.625	0
85.675	0
85.725	0
85.775	0
85.825	0
85.875	0
85.925	0
85.975	0.0129282482223666
86.025	0
86.075	0
86.125	0
86.175	0
86.225	0
86.275	0
86.325	0
86.375	0
86.425	0
86.475	0
86.525	0
86.575	0
86.625	0
86.675	0
86.725	0
86.775	0
86.825	0
86.875	0
86.925	0
86.975	0
87.025	0
87.075	0
87.125	0
87.175	0
87.225	0
87.275	0
87.325	0
87.375	0
87.425	0
87.475	0
87.525	0
87.575	0
87.625	0
87.675	0
87.725	0
87.775	0
87.825	0
87.875	0
87.925	0
87.975	0
88.025	0
88.075	0
88.125	0
88.175	0
88.225	0
88.275	0
88.325	0
88.375	0
88.425	0
88.475	0
88.525	0
88.575	0
88.625	0
88.675	0
88.725	0
88.775	0
88.825	0
88.875	0
88.925	0
88.975	0
89.025	0
89.075	0
89.125	0
89.175	0
89.225	0
89.275	0
89.325	0
89.375	0
89.425	0
89.475	0
89.525	0
89.575	0
89.625	0
89.675	0
89.725	0
89.775	0
89.825	0
89.875	0
89.925	0
89.975	0
90.025	0
90.075	0
90.125	0
90.175	0
90.225	0
90.275	0
90.325	0
90.375	0
90.425	0
90.475	0
90.525	0
90.575	0
90.625	0
90.675	0
90.725	0
90.775	0
90.825	0
90.875	0
90.925	0
90.975	0
91.025	0
91.075	0
91.125	0
91.175	0
91.225	0
91.275	0
91.325	0
91.375	0
91.425	0
91.475	0
91.525	0
91.575	0
91.625	0
91.675	0
91.725	0
91.775	0
91.825	0
91.875	0
91.925	0
91.975	0.0064641241111833
92.025	0
92.075	0
92.125	0
92.175	0
92.225	0
92.275	0
92.325	0
92.375	0
92.425	0
92.475	0
92.525	0
92.575	0
92.625	0
92.675	0
92.725	0
92.775	0
92.825	0
92.875	0
92.925	0
92.975	0.0064641241111833
93.025	0
93.075	0
93.125	0
93.175	0
93.225	0
93.275	0
93.325	0
93.375	0
93.425	0
93.475	0
93.525	0
93.575	0
93.625	0
93.675	0
93.725	0
93.775	0
93.825	0
93.875	0
93.925	0
93.975	0.0193923723335499
94.025	0
94.075	0
94.125	0
94.175	0
94.225	0
94.275	0
94.325	0
94.375	0
94.425	0
94.475	0
94.525	0
94.575	0
94.625	0
94.675	0
94.725	0
94.775	0
94.825	0
94.875	0
94.925	0
94.975	0.0129282482223666
95.025	0
95.075	0
95.125	0
95.175	0
95.225	0
95.275	0
95.325	0
95.375	0
95.425	0
95.475	0
95.525	0
95.575	0
95.625	0
95.675	0
95.725	0
95.775	0
95.825	0
95.875	0
95.925	0
95.975	0.0064641241111833
96.025	0
96.075	0
96.125	0
96.175	0
96.225	0
96.275	0
96.325	0
96.375	0
96.425	0
96.475	0
96.525	0
96.575	0
96.625	0
96.675	0
96.725	0
96.775	0
96.825	0
96.875	0
96.925	0
96.975	0.0129282482223666
97.025	0
97.075	0
97.125	0
97.175	0
97.225	0
97.275	0
97.325	0
97.375	0
97.425	0
97.475	0
97.525	0
97.575	0
97.625	0
97.675	0
97.725	0
97.775	0
97.825	0
97.875	0
97.925	0
97.975	0
98.025	0
98.075	0
98.125	0
98.175	0
98.225	0
98.275	0
98.325	0
98.375	0
98.425	0
98.475	0
98.525	0
98.575	0
98.625	0
98.675	0
98.725	0
98.775	0
98.825	0
98.875	0
98.925	0
98.975	0.0064641241111833
99.025	0
99.075	0
99.125	0
99.175	0
99.225	0
99.275	0
99.325	0
99.375	0
99.425	0
99.475	0
99.525	0
99.575	0
99.625	0
99.675	0
99.725	0
99.775	0
99.825	0
99.875	0
99.925	0
99.975	0.0064641241111833
100.025	0
100.075	0
100.125	0
100.175	0
100.225	0
100.275	0
100.325	0
100.375	0
100.425	0
100.475	0
100.525	0
100.575	0
100.625	0
100.675	0
100.725	0
100.775	0
100.825	0
100.875	0
100.925	0
100.975	0.0064641241111833
101.025	0
101.075	0
101.125	0
101.175	0
101.225	0
101.275	0
101.325	0
101.375	0
101.425	0
101.475	0
101.525	0
101.575	0
101.625	0
101.675	0
101.725	0
101.775	0
101.825	0
101.875	0
101.925	0
101.975	0
102.025	0
102.075	0
102.125	0
102.175	0
102.225	0
102.275	0
102.325	0
102.375	0
102.425	0
102.475	0
102.525	0
102.575	0
102.625	0
102.675	0
102.725	0
102.775	0
102.825	0
102.875	0
102.925	0
102.975	0
103.025	0
103.075	0
103.125	0
103.175	0
103.225	0
103.275	0
103.325	0
103.375	0
103.425	0
103.475	0
103.525	0
103.575	0
103.625	0
103.675	0
103.725	0
103.775	0
103.825	0
103.875	0
103.925	0
103.975	0
104.025	0
104.075	0
104.125	0
104.175	0
104.225	0
104.275	0
104.325	0
104.375	0
104.425	0
104.475	0
104.525	0
104.575	0
104.625	0
104.675	0
104.725	0
104.775	0
104.825	0
104.875	0
104.925	0
104.975	0.0064641241111833
105.025	0
105.075	0
105.125	0
105.175	0
105.225	0
105.275	0
105.325	0
105.375	0
105.425	0
105.475	0
105.525	0
105.575	0
105.625	0
105.675	0
105.725	0
105.775	0
105.825	0
105.875	0
105.925	0
105.975	0
106.025	0
106.075	0
106.125	0
106.175	0
106.225	0
106.275	0
106.325	0
106.375	0
106.425	0
106.475	0
106.525	0
106.575	0
106.625	0
106.675	0
106.725	0
106.775	0
106.825	0
106.875	0
106.925	0
106.975	0.0064641241111833
107.025	0
107.075	0
107.125	0
107.175	0
107.225	0
107.275	0
107.325	0
107.375	0
107.425	0
107.475	0
107.525	0
107.575	0
107.625	0
107.675	0
107.725	0
107.775	0
107.825	0
107.875	0
107.925	0
107.975	0
108.025	0
108.075	0
108.125	0
108.175	0
108.225	0
108.275	0
108.325	0
108.375	0
108.425	0
108.475	0
108.525	0
108.575	0
108.625	0
108.675	0
108.725	0
108.775	0
108.825	0
108.875	0
108.925	0
108.975	0
109.025	0
109.075	0
109.125	0
109.175	0
109.225	0
109.275	0
109.325	0
109.375	0
109.425	0
109.475	0
109.525	0
109.575	0
109.625	0
109.675	0
109.725	0
109.775	0
109.825	0
109.875	0
109.925	0
109.975	0
110.025	0
110.075	0
110.125	0
110.175	0
110.225	0
110.275	0
110.325	0
110.375	0
110.425	0
110.475	0
110.525	0
110.575	0
110.625	0
110.675	0
110.725	0
110.775	0
110.825	0
110.875	0
110.925	0
110.975	0
111.025	0
111.075	0
111.125	0
111.175	0
111.225	0
111.275	0
111.325	0
111.375	0
111.425	0
111.475	0
111.525	0
111.575	0
111.625	0
111.675	0
111.725	0
111.775	0
111.825	0
111.875	0
111.925	0
111.975	0
112.025	0
112.075	0
112.125	0
112.175	0
112.225	0
